AOP,AOP name,Event,Event Process,Event Action,Level of Organisation,Process_merged,Ontology_ID,Object,Ontology_ID,Action,Ontology_ID,Cell Context,  ,Organ Context,Ontology_ID
Aop:200,Estrogen receptor activation leading to breast cancer,Event:1197,Fibroblasts,Activation,Cellular,fibroblast activation,GO:0001775,,,decreased process quality,PATO:0002302,fibroblast,CL:0000057,,
Aop:196,Adverse outcome pathway for airway irritation and chemical sensitization,Event:1224,Epithelial irritation,Non-neuronal production of TNF,Individual,cytokine production,GO:0001816,tumor necrosis factor alpha,PR:000000134,increased process quality,PATO:0002304,,,,
Aop:196,Adverse outcome pathway for airway irritation and chemical sensitization,Event:1234,Epithelial irritation,Production of nerve growth factor,Tissue,cytokine production,GO:0001816,beta-nerve growth factor,PR:000011194,increased process quality,PATO:0002304,,,,
Aop:196,Adverse outcome pathway for airway irritation and chemical sensitization,Event:1235,Epithelial irritation,Non-neuronal production of IL-8/CXCL1,Tissue,cytokine production,GO:0001816,interleukin-8 ,PR:000001395,increased process quality,PATO:0002304,,,,
Aop:97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to population decline,Event:1143,"Depletion, energy reserves","Depletion, energy reserves",Individual,serotonin secretion,GO:0001820,,,,,,,,
Aop:97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to population decline,Event:626,"Increased, serotonin (5-HT)","Increased, serotonin (5-HT)",Cellular,serotonin secretion,GO:0001820,sodium-dependent serotonin transporter,PR:000015189,decreased process quality,PATO:0002302,motor neuron,CL:0000100,,
Aop:98,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to decreased shelter seeking and increased predation,Event:626,serotonin (5-HT),Increased,Cellular,serotonin secretion,GO:0001820,sodium-dependent serotonin transporter,PR:000015189,decreased process quality,PATO:0002302,motor neuron,CL:0000100,,
Aop:195,5-hydroxytryptamine transporter (5-HTT) inhibition leading to population increase,Event:626,serotonin (5-HT),Increased,Cellular,serotonin secretion,GO:0001820,sodium-dependent serotonin transporter,PR:000015189,decreased process quality,PATO:0002302,motor neuron,CL:0000100,,
Aop:136,Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors,Event:768,Cytotoxicity,Increase,Cellular,leukocyte mediated cytotoxicity,GO:0001909,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:200,Estrogen receptor activation leading to breast cancer,Event:1189,Proliferation (Endothelial cells),Increased,Cellular,endothelial cell proliferation,GO:0001935,,,increased process quality        ,PATO:0002304,endothelial cell,CL:0000115,,
Aop:112,Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat),Event:746,Dopaminergic activity,Increase,Cellular,"synaptic transmission, dopaminergic",GO:0001963,,,increased process quality,PATO:0002304,dopaminergic neuron,CL:0000700,,
Aop:170,Anti-dopaminergic activity leading to mammary adenomas and carcinomas in the rat,Event:1083,Dopaminergic activity,Decreased,Cellular,"synaptic transmission, dopaminergic",GO:0001963,dopaminergic neuron,CL:0000700,increased process quality,PATO:0002304,,,,
Aop:91,Sodium channel inhibition leading to reduced survival,Event:588,predation,Increased,Population,predatory behavior,GO:0002120,,,increased process quality,PATO:0002304,,,,
Aop:93,sodium channel inhibition leading to increased predation,Event:588,predation,Increased,Population,predatory behavior,GO:0002120,,,increased process quality,PATO:0002304,,,,
Aop:95,Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival,Event:588,predation,Increased,Population,predatory behavior,GO:0002120,,,increased process quality,PATO:0002304,,,,
Aop:97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to increased predation,Event:623,predation,Increase,Population,predatory behavior,GO:0002120,,,increased behavioral activity,PATO:0000760,,,,
Aop:98,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to decreased shelter seeking and increased predation,Event:588,predation,Increased,Population,predatory behavior,GO:0002120,,,increased behavioral activity,PATO:0000760,,,,
Aop:99,Histamine (H2) receptor antagonism leading to reduced survival,Event:588,predation,Increased,Population,predatory behavior,GO:0002120,,,increased behavioral activity,PATO:0000760,,,,
Aop:29,Estrogen receptor agonism leading to reproductive dysfunction,Event:339,Larval development,Altered,Individual,larval development,GO:0002164,,,deviation(from_normal),PATO:0000069,,,,
Aop:78,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:566,Larval development,impaired,Population,larval development,GO:0002164,,,deviation(from_normal),PATO:0000069,,,,
Aop:82,Abnormal roll change in worker caste contributes to reduced brood care and leads to colony loss/failure,Event:566,Larval development,impaired,Population,larval development,GO:0002164,,,deviation(from_normal),PATO:0000069,,,,
Aop:86,Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure,Event:566,Larval development,impaired,Population,larval development,GO:0002164,,,deviation(from_normal),PATO:0000069,,,,
Aop:90,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:566,Larval development,impaired,Population,larval development,GO:0002164,,,deviation(from_normal),PATO:0000069,,,,
Aop:40,Covalent Protein binding leading to Skin Sensitisation,Event:398,Dendritic Cells,Activation,Cellular,MHC protein complex assembly,GO:0002396,,,increased process quality,PATO:0002304,dendritic cell,CL:0000451,,
Aop:14,Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility,Event:152,Inflammatory cytokines,Suppression,Individual,cytokine production involved in inflammatory response,GO:0002534,,,decreased process quality,PATO:0002302,,,,
Aop:40,Covalent Protein binding leading to Skin Sensitisation,Event:826,Keratinocytes,Activation,Cellular,cytokine production involved in inflammatory response,GO:0002534,,,increased process quality,PATO:0002304,keratinocyte,CL:0000312,,
Aop:154,The Adverse Outcome Pathway on binding of FK506-binding protein 12 (FKBP12) by calcineurin inhibitors leading to immunosuppression,Event:981,Suppression of cytokine production in the presence of T-cell activation,Suppression,Cellular,cytokine production involved in inflammatory response,GO:0002534,NFAT activation molecule 1,PR:000011161,decreased process quality,PATO:0002302,memory T cell,CL:0000813,,
Aop:4,Ecdysone receptor agonism leading to mortality,Event:1266,Release of circulating crustacean cardioactive peptide,Reduction,Tissue,peptide secretion,GO:0002790,cardioactive peptide (fruit fly),PR:Q9VCW0,decreased process quality,PATO:0002302,,,blood,UBERON:0000178
Aop:128,Kidney dysfunction by decreased thyroid hormone,Event:819,Glomerular filtration,Decreased,Tissue,glomerular filtration,GO:0003094,,,decreased process quality,PATO:0002302,,,kidney,UBERON:0002113
Aop:43,Disruption of VEGFR Signaling Leading to Developmental Defects,Event:110,Endothelial network,Impairment,Tissue,endothelium development,GO:0003158,,,deviation(from_normal),PATO:0000069,,,embryo,UBERON:0000922
Aop:150,Aryl hydrocarbon receptor activation leading to embryolethality via cardiotoxicty,Event:110,Endothelial network,Impairment,Tissue,endothelium development,GO:0003158,,,deviation(from_normal),PATO:0000069,,,endothelium,UBERON:0001986
Aop:102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,Event:692,"Maturation inducing steroid receptor signalling, oocyte",Reduced,Tissue,steroid hormone receptor activity,GO:0003707,steroid hormone  ,CHEBI:26764,decreased process quality,PATO:0002302,ooctye,CL:0000023,,
Aop:6,Antagonist binding to PPARalpha leading to starvation-like body-weight loss,Event:1000,PPAR alpha co-repressor,stabilization,Molecular,transcription corepressor activity,GO:0003714,nuclear receptor corepressor 2,PR:000011048,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:6,Antagonist binding to PPARalpha leading to starvation-like body-weight loss,Event:1000,PPAR alpha co-repressor,stabilization,Molecular,transcription corepressor activity,GO:0003714,nuclear receptor corepressor 1,PR:000011047,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:61,NFE2L2/FXR activation leading to hepatic steatosis,Event:482,DHB4/HSD17B4,Decreased,Molecular,catalytic activity,GO:0003824,17-beta-hydroxysteroid dehydrogenase 14,PR:000008778,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:119,Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse),Event:788,Incorporation of active iodide into iodotyrosines,Decrease,Cellular,catalytic activity,GO:0003824,iodotyrosine deiodinase 1 (mouse),PR:Q9DCX8,decreased process quality,PATO:0002302,thyroid follicular cell,CL:0002258,,
Aop:120,Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat),Event:790,5alpha-reductase activity,Inhibition,Cellular,catalytic activity,GO:0003824,3-oxo-5-alpha-steroid 4-dehydrogenase 2 (rat),PR:P31214,decreased process quality,PATO:0002302,,,,
Aop:122,Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation,Event:798,Prolyl hydroxylases,Inhibition,Cellular,catalytic activity,GO:0003824,Prolyl hydroxylases,D064828,decreased process quality,PATO:0002302,,,,
Aop:131,AhR activation leading to uroporphyria,Event:845,UROD,Inhibition,Molecular,catalytic activity,GO:0003824,uroporphyrinogen decarboxylase,PR:000017134,decreased process quality,PATO:0002302,,,,
Aop:149,Oxidative Stress Leading to Hypertension,Event:973,Akt/eNOS activity,Decrease,Cellular,catalytic activity,GO:0003824,"nitric oxide synthase, endothelial",PR:000011328,decreased process quality,PATO:0002302,vascular endothelial cell,CL:0002139,,
Aop:149,Oxidative Stress Leading to Hypertension,Event:973,Akt/eNOS activity,Decrease,Cellular,catalytic activity,GO:0003824,AKT kinase,PR:000029189,decreased process quality,PATO:0002302,vascular endothelial cell,CL:0002139,,
Aop:155,Deiodinase 2 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1002,Deiodinase 2,Inhibition,Cellular,catalytic activity,GO:0003824,type II iodothyronine deiodinase,PR:000006481,decreased process quality,PATO:0002302,,,,
Aop:156,Deiodinase 2 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1002,Deiodinase 2,Inhibition,Cellular,catalytic activity,GO:0003824,type II iodothyronine deiodinase,PR:000006481,decreased process quality,PATO:0002302,,,,
Aop:157,Deiodinase 1 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1009,Deiodinase 1,Inhibition,Cellular,catalytic activity,GO:0003824,type I iodothyronine deiodinase,PR:000006480,decreased process quality,PATO:0002302,,,,
Aop:158,Deiodinase 1 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1009,Deiodinase 1,Inhibition,Cellular,catalytic activity,GO:0003824,type I iodothyronine deiodinase,PR:000006480,decreased process quality,PATO:0002302,,,,
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1134,Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone,Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139,Molecular,catalytic activity,GO:0003824,Vitamin K Epoxide Reductases,D064417,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:188,Iodotyrosine deiodinase (IYD) inhibition leading to altered amphibian metamorphosis,Event:1152,Iodotyrosine deiodinase (IYD),Inhibition,Molecular,catalytic activity,GO:0003824,iodotyrosine deiodinase 1 (human),PR:Q6PHW0,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:189,Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis,Event:1009,Deiodinase 1,Inhibition,Molecular,catalytic activity,GO:0003824,type I iodothyronine deiodinase,PR:000006480,decreased process quality,PATO:0002302,,,,
Aop:190,Type II iodothyronine deiodinase (DIO2) inhibition leading to altered amphibian metamorphosis,Event:1002,Deiodinase 2,Inhibition,Molecular,catalytic activity,GO:0003824,type II iodothyronine deiodinase,PR:000006481,decreased process quality,PATO:0002302,,,,
Aop:191,Type III iodotyrosine deiodinase (DIO3) inhibition leading to altered amphibian metamorphosis,Event:1153,Deiodinase 3,Inhibition,Molecular,catalytic activity,GO:0003824,type III iodothyronine deiodinase  ,PR:000006482,decreased process quality,PATO:0002302,,,,
Aop:193,Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis,Event:1156,Dual oxidase,Inhibition,Molecular,catalytic activity,GO:0003824,dual oxidase 1,PR:000006727,decreased process quality,PATO:0002302,,,,
Aop:194,Hepatic nuclear receptor activation leading to altered amphibian metamorphosis,Event:295,Upregulation of glucuronyltransferase activity,Induction,Molecular,catalytic activity,GO:0003824,"beta-1,3-glucuronyltransferase",PR:000001325,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,Event:8,3-hydroxyacyl-CoA dehydrogenase type-2 activity,Decreased,Cellular,3-hydroxyacyl-CoA dehydrogenase activity,GO:0003857,3-hydroxyacyl-CoA dehydrogenase type-2,PR:000008774,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:209,Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP ,Event:1288,3-hydroxy-3-methylglutaryl-CoA reductase gene,Activation,Cellular,3-hydroxyacyl-CoA dehydrogenase activity,GO:0003857,3-hydroxyacyl-CoA dehydrogenase type-2,PR:000008774,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
